gameVersion,summoner_name,summoner_team,summoner_position,summoner_champion,summoner_winFlag,opponent_name,opponent_team,opponent_position,opponent_champion,opponent_winFlag
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Zeri,False,BRO Hena,blue,BOTTOM,Ezreal,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,BRO UmTi,red,JUNGLE,Khazix,False
13.8.505.1214,T1 Gumayusi,blue,JUNGLE,Khazix,False,ifIve,red,JUNGLE,Zac,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,KogMaw,True,GOOD GAME GG XD,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Zeri,False,qwercxvz,red,BOTTOM,Jinx,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Zeri,True,krats aira,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Vayne,False,CrazyCat99,red,BOTTOM,Draven,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Vayne,False,krats aira,red,BOTTOM,Jinx,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,seek4u,red,BOTTOM,Zeri,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Aphelios,False,봄여름가을울,blue,BOTTOM,Jinx,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,천원짜리 현상금,red,UTILITY,Nautilus,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,False,봄여름가을울,blue,BOTTOM,Sivir,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,False,neso,red,BOTTOM,Draven,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,True,neso,blue,BOTTOM,Zeri,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,baozaopiqi,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Vayne,True,봄여름가을울,red,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,Rusellwestbrook3,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,KDF 태윤,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,False,krats aira,red,BOTTOM,Aphelios,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Vayne,True,NS OddEye,red,BOTTOM,Zeri,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Xayah,True,gndmjlrjkfc,blue,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,True,봄여름가을울,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,False,DK Rahel,red,BOTTOM,Jinx,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,아이린,red,BOTTOM,Xayah,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Zeri,False,Gen G Seeder,red,BOTTOM,Ziggs,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,소년가장 원딜,red,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,Ellim DNB,red,JUNGLE,Vi,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Jinx,True,히쭈의 세상,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,False,천원짜리 현상금,red,BOTTOM,Aphelios,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,킬러톱,red,BOTTOM,Karthus,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,True,으끄으끄,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Zeri,True,mei shu chu,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,bababaabam,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,safadawgads,red,MIDDLE,Cassiopeia,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,NS Jiwoo,red,MIDDLE,Yone,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,viper3,red,BOTTOM,Kalista,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,True,쉑쉑 스모크쉑,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,False,Bull kdf,blue,BOTTOM,Xayah,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,False,qwercxvz,blue,BOTTOM,Kaisa,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Jinx,True,난화내,blue,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,True,으끄으끄,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Aphelios,False,난화내,red,BOTTOM,Ezreal,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,Bull kdf,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,False,돼지크면맘모스,blue,BOTTOM,Kaisa,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Jinx,True,좋음추억나쁨경험,blue,BOTTOM,Lucian,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Zeri,True,Bull kdf,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,False,qwercxvz,blue,BOTTOM,Xayah,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,True,BRO Hena,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,False,BRO Hena,red,BOTTOM,Aphelios,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,False,BRO Hena,red,BOTTOM,Ezreal,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,좋음추억나쁨경험,red,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,True,chill falls,blue,BOTTOM,Xayah,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,True,좋음추억나쁨경험,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,meiyounaodai,red,BOTTOM,Zeri,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,딩ger,red,BOTTOM,Heimerdinger,False
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Ezreal,True,naiyoubaby,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,False,chill falls,red,BOTTOM,Xayah,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Aphelios,True,chill falls,red,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Jinx,True,chill falls,red,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,False,krats aira,red,BOTTOM,Aphelios,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Ezreal,True,조랑해,red,BOTTOM,Vayne,False
13.8.504.1242,T1 Gumayusi,red,BOTTOM,Ezreal,False,daoxinwengu1,blue,BOTTOM,Aphelios,True
13.8.504.1242,T1 Gumayusi,red,BOTTOM,Ezreal,True,chill falls,blue,BOTTOM,Zeri,False
13.8.504.1242,T1 Gumayusi,red,JUNGLE,Lillia,True,woxiangdasini,blue,JUNGLE,Hecarim,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Varus,True,포소포소,red,BOTTOM,Jhin,False
13.7.502.2586,T1 Gumayusi,red,BOTTOM,Veigar,True,zxsdaxnty,blue,BOTTOM,Varus,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Varus,True,34살원딜형,red,BOTTOM,Jinx,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Aphelios,True,FA Kingdom,red,BOTTOM,Jinx,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Jinx,True,김빵덕1,red,BOTTOM,Aphelios,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Aphelios,True,DDDRX,red,BOTTOM,Kaisa,False
13.7.502.2586,T1 Gumayusi,blue,BOTTOM,Ziggs,True,Hisaishi zo,red,BOTTOM,Kalista,False
13.7.502.2251,T1 Gumayusi,blue,BOTTOM,Aphelios,False,으끄으끄,red,BOTTOM,Jinx,True
13.7.502.2251,T1 Gumayusi,blue,BOTTOM,Zeri,True,qasdzxcvewz,red,BOTTOM,Vayne,False
13.7.502.2251,T1 Gumayusi,red,BOTTOM,Jhin,False,Enosh3,blue,BOTTOM,Jinx,True
13.7.502.2251,T1 Gumayusi,blue,BOTTOM,Jinx,False,Challengers T1,red,BOTTOM,Aphelios,True
13.7.502.2251,T1 Gumayusi,blue,BOTTOM,Varus,False,왈람스,red,MIDDLE,Viktor,True
13.7.501.1316,T1 Gumayusi,blue,BOTTOM,Jinx,False,Like 1999,red,BOTTOM,Aphelios,True
13.7.501.1316,T1 Gumayusi,blue,BOTTOM,Xayah,False,FA Kingdom,red,BOTTOM,Varus,True
13.7.501.1316,T1 Gumayusi,red,BOTTOM,Kaisa,False,FA Kingdom,blue,BOTTOM,Varus,True
13.7.501.1316,T1 Gumayusi,blue,BOTTOM,Jinx,False,Fzz gege,red,BOTTOM,Aphelios,True
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Varus,False,난화내,red,BOTTOM,Zeri,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Aphelios,True,Gen G Ruler,blue,BOTTOM,Xayah,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Veigar,True,Sangchu,blue,BOTTOM,Aphelios,False
13.6.499.7758,T1 Gumayusi,blue,TOP,Malphite,False,zenbucrong,red,TOP,Jayce,True
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Aphelios,False,Fzz gege,red,BOTTOM,Zeri,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Xayah,False,daoxinwengu1,blue,BOTTOM,Twitch,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Jinx,True,Lebewohl Nacht,blue,BOTTOM,Zeri,False
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Varus,True,앤티앤스 프레즐,red,BOTTOM,Samira,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Samira,False,KDF 태윤,blue,BOTTOM,Zeri,True
13.6.499.7758,T1 Gumayusi,red,JUNGLE,Viego,False,제발큐좀잡혀라,blue,JUNGLE,Volibear,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Aphelios,False,Fzz gege,blue,BOTTOM,Zeri,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Aphelios,False,FA Kingdom,blue,BOTTOM,Xayah,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Varus,False,FA Kingdom,blue,BOTTOM,Xayah,True
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Aphelios,True,daoxinwengu1,red,BOTTOM,Jinx,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Jinx,True,Jiaqi3,blue,BOTTOM,Aphelios,False
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Tristana,False,난화내,red,BOTTOM,Aphelios,True
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Xayah,False,깜바의 일상,blue,BOTTOM,Draven,True
13.6.499.7758,T1 Gumayusi,blue,UTILITY,Blitzcrank,True,BRO Effort,red,UTILITY,Leona,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Caitlyn,False,Fzz gege,blue,BOTTOM,Xayah,True
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Zeri,False,DK Rahel,red,BOTTOM,Xayah,True
13.6.499.7758,T1 Gumayusi,blue,BOTTOM,Caitlyn,True,포기를 포기할게,red,BOTTOM,Xayah,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Draven,True,viper3,blue,BOTTOM,Aphelios,False
13.6.499.7758,T1 Gumayusi,red,BOTTOM,Varus,False,viper3,blue,BOTTOM,Ziggs,True
